"IndividualId","Gender","Population","Organism|Weight","Organism|BMI","Organism|BSA","Organism|Age","Organism|Gestational age","Organism|Height","Organism|Ontogeny factor (albumin)","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Hematocrit","Organism|VenousBlood|Volume","Organism|ArterialBlood|Volume","Organism|Bone|Specific blood flow rate","Organism|Bone|Volume","Organism|Brain|Volume","Organism|Brain|Specific blood flow rate","Organism|Fat|Volume","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Specific blood flow rate","Organism|Gonads|Volume","Organism|Gonads|Specific blood flow rate","Organism|Heart|Volume","Organism|Heart|Specific blood flow rate","Organism|Kidney|Volume","Organism|Kidney|Age of aging onset","Organism|Kidney|Aging half-time","Organism|Kidney|GFRmat","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|TM50 for GFR","Organism|Kidney|Specific blood flow rate","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius","Organism|Lumen|Stomach|Gastric emptying time","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Length","Organism|Lumen|Stomach|Proximal radius","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume","Organism|Stomach|Specific blood flow rate","Organism|SmallIntestine|Small intestinal transit time","Organism|SmallIntestine|Volume","Organism|SmallIntestine|Specific blood flow rate","Organism|LargeIntestine|Large intestinal transit time","Organism|LargeIntestine|Volume","Organism|LargeIntestine|Specific blood flow rate","Organism|Liver|Volume","Organism|Liver|Specific blood flow rate","Organism|Lung|Volume","Organism|Lung|Fraction vascular","Organism|Muscle|Volume","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (water)","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Specific blood flow rate","Organism|Pancreas|Volume","Organism|Pancreas|Specific blood flow rate","Organism|PortalVein|Volume","Organism|Skin|Volume","Organism|Skin|Specific blood flow rate","Organism|Spleen|Volume","Organism|Spleen|Specific blood flow rate"
10,"MALE","European_ICRP_2002",68.6541257477432,0.220386913696607,183.468269863046,25.2343568444412,40,17.6498256245969,1.19340946166133,1.08788873145215,0.454114522814804,0.928367232391093,0.417559304242218,0.031696525390623,11.1483535413066,1.5012773946229,0.55605478309611,13.7669175904918,0.777760331940726,0.768038327791467,0.00194440082985181,0.179062572622235,0.172239668059274,0.206687601671129,0.829286953931799,0.894424381731834,0.00155552066388145,0.00196773363981004,0.155015701253347,0.0103343800835565,0.0344479336118549,0.0269733074510019,0.0346334282042849,0.11629050511048,0.489940279675015,0.73126813248711,0.528341808707836,30,54,0.0867441960433277,1.5,15.0108822919081,0.9,43.5330138856046,3.11363095192137,1.27988624528213,0.491876166967491,12.2455140765168,2.03826524526297,1.21686486819686,1.96749831367909,0.491876166967491,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.140782502287766,0.395443937105055,213.868748557432,0.604178807160932,0.994832237456137,2605.29669707552,0.47690633723675,0.628124152658898,3.08363123253942,0.198151965729062,1.76002391113336,0.58,28.8071357968649,0.013,0.0238,0.0072,0.177,0.811,0.76,0.166354190874078,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0350258038806369,0.135078013018557,0.353842586217822,0.9463564889166,3.47656202393072,0.102662491805368,0.408080055012442,0.819853226715198
11,"MALE","European_ICRP_2002",67.9159927062954,0.231770922344572,179.709790506142,35.6144973969155,40,17.1181391352335,0.955764389493586,0.632549837021147,0.47,0.986614249094165,0.417819237929376,0.0279917656871625,11.5204112857046,1.50350966140621,0.500699504033266,13.1140368337208,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.020457575701446,0.0406409473124747,0.0854923045113479,0.665843457243741,0.632057914533168,0.498388737597435,30,54,0.136973832242934,1.5,14.8131735475989,0.9,44.0901728772813,2.87903615372358,0.841980390519473,0.5,6.57748886343887,1.44889920966875,0.808987822907578,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.200980537515074,0.383790036818776,126.089267113229,0.627860779562283,0.869664135257753,2652,0.316348414594248,0.60843515259383,2.64684736907665,0.180678676658834,0.703484101734247,0.58,29.7329901312937,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0351899686969678,0.245911868745125,0.338902667594409,0.902948774290076,3.66096272358184,0.097649289111007,0.130393595893383,0.906648864772014
12,"MALE","European_ICRP_2002",73.6467732069054,0.230002891598695,191.3327897495,34.7908858679193,40,17.8941145679027,0.776720088621681,0.659082129165136,0.47,0.978411382358413,0.386460062811111,0.0282724925315909,12.1498223145201,1.38171120318406,0.502279933027805,18.1377180069807,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0204355290659342,0.0377611164687392,0.0747718929088319,0.466846083111732,0.608767342661902,0.685877949102272,30,54,0.126140620388039,1.5,14.6547232141982,0.9,43.6869980069128,2.667478049402,1.46380054300959,0.5,30.8925060376831,0.741097038620952,0.63327645248425,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.134930793428591,0.387057199334215,124.734110321978,0.551185169070292,0.881282554947302,2652,0.515569219329361,0.586630495403218,2.260509929443,0.178399291693458,0.900728176384587,0.58,29.6865526364059,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0332345890149208,0.197812170360349,0.337889038041757,0.928627743898868,4.01248538058015,0.0914445130864572,0.233763869467168,0.810463412898739
13,"MALE","European_ICRP_2002",57.381575695867,0.24174928556705,156.709558810866,46.1716857469509,40,15.4064874761887,1.10339071950379,0.775144970065279,0.47,0.896715914796825,0.37711892921424,0.0263480549129068,9.08822714836839,1.49766436468628,0.484670962459406,11.828963891507,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0217658335624031,0.0345939866366408,0.0716184950562381,0.423329383955568,0.629347806117222,0.450957442562761,30,54,0.151990920675886,1.5,15.0442979110949,0.9,44.5681691291571,2.68351119528126,1.12542275703059,0.5,10.0552248147549,0.321863583887153,0.806739571051937,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.182883371210903,0.411440441924702,132.924965377559,0.730798751107979,0.916777473689714,2652,0.337868294336273,0.586746881768119,1.97165440598683,0.209615999389898,1.55239062744991,0.58,24.0067828763367,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0336933165408273,0.213921791009231,0.332900709780889,0.832563929392996,2.85013207880276,0.094108368984175,0.105008508505833,0.870580199928418
14,"MALE","European_ICRP_2002",87.4554330709156,0.248224910667439,213.543418430428,46.6729964179327,40,18.7702784740345,1.19496592507739,1.22381690250066,0.47,0.951417503938469,0.426199287088315,0.0276507210482214,13.4713498139034,1.50605348385175,0.526518958774776,23.689148688446,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.021556381053759,0.0365207677206785,0.0836561059840608,0.764860427793589,0.60448671435621,0.587063830949255,30,54,0.113471993069874,1.5,15.3177895998041,0.9,46.3972017829892,2.7635992551476,0.982067675373489,0.5,31.3634868359901,0.743754841891975,0.783855216186042,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.142612072780793,0.396637215494067,72.7409486029773,0.807910410305396,0.880330686201504,2652,0.374870726264768,0.612589846436728,1.41995490783887,0.200638373959027,1.3035876450071,0.58,36.4660908699753,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0350475940532048,0.169203857288156,0.347769775709978,0.959931934425376,4.16117963706499,0.084724436131781,0.217477206273462,0.841716715617859
15,"MALE","European_ICRP_2002",68.4110507653661,0.268482212013581,174.169959915533,56.5141631274084,40,15.9626639873598,0.765136638503115,0.475497654119387,0.47,0.86870756798846,0.391906101271058,0.0277327684608655,9.57973263839213,1.38034202775154,0.507725414427921,18.4163480644493,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0212356313478793,0.031883687668176,0.0808664092256538,0.273513071722841,0.670349226676927,0.325367882347782,30,54,0.12184412561734,1.5,15.3104364893811,0.9,43.2419746157984,2.39211259683852,0.828059783173416,0.5,19.0681760092544,0.649359734808902,0.847518947826073,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.113286369672251,0.357499850699539,126.497500914295,0.68826274183253,0.832465324834697,2652,0.244766343754128,0.617829714487814,2.22822176388654,0.192680798626226,0.994686063217223,0.58,28.3786056747673,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0322070423131409,0.122862319126097,0.305749220631283,0.872494594153367,3.23298121042864,0.0910879585226561,0.267082642936715,0.751923892397239
16,"MALE","European_ICRP_2002",90.846377365274,0.252408121902586,218.807555602858,65.478126023653,40,18.9715207093393,0.707225499058298,0.881023113550391,0.47,0.939556268733991,0.440550947395628,0.0279948433218748,13.4779101122416,1.57186025003359,0.445245217898422,23.3781100687358,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0197476675079032,0.0340578547961819,0.0818244462339924,0.701252616333989,0.645241977156742,0.565010759699844,30,54,0.101730551904441,1.5,15.1004893020996,0.9,42.9896079415904,1.85957700332894,1.5838411390125,0.5,10.4614111309985,1.76045823245143,0.884799370731265,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.190968498413249,0.248094806633604,240.826548527913,0.793786929669191,0.669998079955121,2652,0.467949606471471,0.47790089539438,1.55372231027962,0.182036098354719,1.37014322083572,0.58,40.0406432478152,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0302096148221331,0.162912420341108,0.297296042435478,0.929843287965204,3.9527008008753,0.086991256802159,0.275398164637357,0.776072108643921
17,"MALE","European_ICRP_2002",57.3206114671891,0.257639623772119,154.112328495653,79.504380409375,40,14.9158868138379,0.794747525019617,1.88179969209151,0.47,0.803477716966207,0.346031064362089,0.0270911955735472,7.9022967526492,1.47676943176955,0.457420805370147,19.1431544922151,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0206323229105175,0.0277214595540592,0.081506587765045,0.442842024515227,0.740940692536597,0.249803896422822,30,54,0.0943454971161692,1.5,14.6075506508204,0.9,44.6108864991042,1.36669065188605,1.6240007832829,0.5,18.7489798643048,0.711942726767629,1.13862161194344,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.138789079286027,0.190327927308458,123.437237875845,0.812675144826301,0.449491843715871,2652,0.355447079611979,0.308124970209595,1.24790335402478,0.147110495118445,0.546881737765596,0.58,19.8261474249349,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0328759432516544,0.110093919838981,0.210849636489674,0.692380275139391,3.07870313251217,0.0808664880754379,0.119493480794749,0.544443433698213
18,"MALE","European_ICRP_2002",57.3858998519903,0.230338063305134,158.624367991203,38.5070821766309,40,15.7840970505174,0.957042589879909,1.16325694353226,0.47,0.814921637326393,0.388913003692864,0.0283277022714944,9.75737099094855,1.40580832761322,0.489248494712179,9.57675708098663,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0204685940645496,0.0370003628468146,0.0778230815437402,0.411142824010036,0.633056828111704,0.401736537011123,30,54,0.14314086652558,1.5,14.8841917513425,0.9,44.1526075255314,2.85213937573805,0.707915449578463,0.5,22.9944275250491,0.593238163405744,1.13089797029662,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.13888764974635,0.393773776784607,121.660769130751,0.524690919044737,0.872897659994849,2652,0.385839602868511,0.570342458551041,2.02951717828567,0.184789528439435,1.28891426344174,0.58,25.733260705471,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.036046936442387,0.181374783847943,0.357698492060035,0.851893387630504,3.1365122025241,0.0852591321421147,0.321358394694146,0.811972837325272
19,"MALE","European_ICRP_2002",64.7002894427756,0.220670435075645,175.428869721084,63.3960235125367,40,17.1230465024786,0.720584079047055,1.12844660082219,0.47,0.890228422021833,0.423265491911174,0.0278899527374621,10.9114305944108,1.39766974987096,0.46654237401177,14.2574648431038,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0193891780063298,0.0339665538586856,0.0795028019439566,0.416393397233614,0.727211144658742,0.439975588508757,30,54,0.114330877259111,1.5,14.9478790984153,0.9,44.9413034344863,1.86566233244023,0.387436665784529,0.5,20.4107186737572,1.88137339609153,1.48003981874033,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.165508572743045,0.305544148548804,135.559115089417,0.818447079058492,0.72135470374583,2652,0.514319796969763,0.513214722645609,1.79164156250798,0.170407300850125,1.41242893513991,0.58,26.4166319704025,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0322527201916606,0.244052304168065,0.311913103087103,0.786384813778646,3.485242965156,0.0922359668914115,0.295236801931573,0.743445313154522
20,"MALE","European_ICRP_2002",71.3820342981629,0.244011416996306,184.160544000354,79.6978349898466,40,17.1036730811992,0.739317092501285,0.597933123010317,0.47,0.846438565736153,0.404676363142357,0.0273477144928298,10.1293955099867,1.408105847974,0.455949129121891,17.9939000400156,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0237889764189487,0.0319858467333445,0.0831572132304914,0.444724013647565,0.772381615227335,0.37377955876102,30,54,0.144207172212305,1.5,15.3680668987867,0.9,43.7083303642555,1.4827822069649,1.05445169771543,0.5,11.6681919419203,0.743851199003174,0.731394265162902,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.169236786351825,0.197904498190451,177.204361309735,0.648995196074817,0.453804733641356,2652,0.414494279539885,0.323018752158949,1.53190019123394,0.146653670866194,1.52536206093665,0.58,29.956657607806,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.030418329732261,0.271540117158451,0.21252754664423,0.848996486278713,3.89789713554332,0.0942771308154464,0.483948691242493,0.554060107937325
21,"MALE","European_ICRP_2002",69.8367131314826,0.216537141890789,186.653947304141,21.3930232866635,40,17.9587330745833,1.06469721260282,0.823478189828311,0.441310077622212,0.815436411398446,0.382189339208989,0.0305051551710665,11.3194334644425,1.4381244530365,0.562540418505678,10.3575839706488,0.759834108671096,0.750336182312707,0.00189958527167774,0.194427906853346,0.190165891328904,0.228199069594685,0.810173118370556,0.873809224971761,0.00151966821734219,0.00192238029493787,0.171149302196013,0.0114099534797342,0.0380331782657808,0.0261464029246748,0.0298306061772719,0.139507861837594,0.443332959759538,0.712288422588422,0.357096406457033,30,54,0.130825207052953,1.5,14.8234992088792,0.9,43.5138568418078,3.54989452814651,0.495379790735154,0.485327973695999,29.7220561858201,2.74246863351083,1.26036528876133,1.94130041881504,0.485327973695999,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.15881760708095,0.467765649029894,222.678678197926,0.607996534314432,0.96775640742837,2567.6516282093,0.412065647045844,0.750110822291993,1.87068364062683,0.189675950030738,1.12807398039527,0.58,36.1235854697694,0.013,0.0238,0.0072,0.177,0.811,0.76,0.171475968951115,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0326035995775588,0.134531467066209,0.357367109535333,0.908207947560397,3.15207353576637,0.112559172829531,0.19764969072777,0.887191154211102
22,"MALE","European_ICRP_2002",95.1829291310754,0.285578973350011,219.707649331703,56.3742598343521,40,18.2564536451453,0.884271899518034,0.654316794665595,0.47,0.947513360592442,0.422093735409064,0.0250984272597305,12.2883216979962,1.48569614590855,0.502395629088946,26.5619749543226,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0210630859030762,0.0393695125147073,0.0830679720504787,0.567446987855201,0.657227993575806,0.564735172386181,30,54,0.150161300247317,1.5,14.9568909372767,0.9,45.6906201581647,2.22075196960883,0.714996095848394,0.5,11.4114090604004,0.853269815793741,0.701262040049401,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.188872873907434,0.344873539499439,70.1406400059379,0.845268367353407,0.81931150774864,2652,0.416265584000678,0.534573463762824,2.14602603423834,0.183533343152854,1.1360638491877,0.58,41.5891621566818,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0337895767739586,0.221832418935828,0.342850973844176,0.915155137177238,4.69291864849426,0.0835843747332762,0.154212494113841,0.861247969957672
23,"MALE","European_ICRP_2002",81.917507154802,0.250729104831418,202.809733185841,67.7160113396663,40,18.0753197567529,1.22577644930451,0.984047906374016,0.47,0.912317219843541,0.399816423938744,0.0274752261269016,12.1669293913408,1.52416582608247,0.4371908922806,25.2280757636492,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0203092748505067,0.036024223883585,0.0831208941065556,0.428755212477026,0.710445105143419,0.444603319752321,30,54,0.140521996088343,1.5,14.7802512285685,0.9,43.7675009060279,1.6994530513405,1.66661187919753,0.5,9.13428533896751,1.03631502788329,0.759075952696351,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.169606603507838,0.265986046731585,54.1273289944034,0.632583070918917,0.644779611102144,2652,0.414571829779517,0.430515982792249,2.46371366052735,0.170102570270728,1.45623961932838,0.58,30.1246199528503,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0327793672468097,0.066736896712794,0.250409711625504,0.90899401266201,4.23125974985966,0.0878033907945264,0.308494377687537,0.644650983088483
24,"MALE","European_ICRP_2002",74.1480706253163,0.212167437872649,196.228752840298,36.4670426912918,40,18.6943582701084,1.15625677919739,1.54805977514982,0.47,0.973492311328506,0.435026532566995,0.0273433146300119,13.1105765666947,1.50641662408721,0.457205299914282,10.4775866770981,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0199878035387123,0.0422761746857779,0.0780162908183923,0.342435354905329,0.634830451932855,0.37191144349063,30,54,0.0970461310055847,1.5,15.1240375682994,0.9,43.2321625126221,2.78295361879852,0.460464195608031,0.5,8.02886694980162,1.19587063986769,0.982549421478334,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.171965776880781,0.355511015224024,83.4014232030956,0.829137752098207,0.868325599346734,2652,0.41698827251071,0.642445689689089,1.35964327904297,0.176038956960824,1.3259186480537,0.58,37.7050473895333,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0348102750452244,0.256932077709121,0.345615708612305,0.97962845635613,3.65992660043505,0.087074192852517,0.183160687839013,0.886200423755216
25,"MALE","European_ICRP_2002",53.5620328255276,0.200303027300064,155.983386755094,19.8185231591661,40,16.3525230175064,0.836891902268169,1.33494082444608,0.436061743863887,0.840674944917322,0.361324320840641,0.0352738233403268,9.25653004023703,1.36399701853812,0.576699477032434,8.95206065631121,0.752486441409442,0.743080360891824,0.0018812161035236,0.200725907363336,0.197513558590558,0.23701627030867,0.802338668152817,0.865359407620858,0.00150497288281888,0.00190379069676589,0.177762202731502,0.0118508135154335,0.0395027117181116,0.0268983669917863,0.0254826684820936,0.135105842323837,0.356375875387931,0.735217625301203,0.238372977182298,30,54,0.110118643078424,1.5,15.297602445459,0.9,42.4972348979667,3.45040438236359,1.20149074200078,0.482643975811992,10.8450033919818,0.560066157004452,1.27796376233218,1.93056232794551,0.482643975811992,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.118581144441444,0.412807499103563,79.7344112734399,0.600815657035271,0.991525039049992,2552.22152695983,0.319966769880211,0.654463448370786,2.69442212289475,0.22440251192009,1.16505299884067,0.58,23.5877956619484,0.013,0.0238,0.0072,0.177,0.811,0.76,0.173575302454445,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0348070922092767,0.0900754873563364,0.400685264072495,0.882342822903349,2.4685946280383,0.110024038649603,0.239567030292264,0.966538873036613
26,"MALE","European_ICRP_2002",74.9301178696175,0.27617806487332,185.162250940033,58.6266206943554,40,16.4715176796857,1.58827502204333,0.689524951274244,0.47,0.896208964648296,0.410463448114956,0.0278606960992097,10.2825786210395,1.38615870860733,0.476824519064782,23.6517482769805,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0213206912281284,0.0344681662600147,0.073716037166133,0.56965964630517,0.649653851163029,0.412185194864006,30,54,0.111926410796678,1.5,15.3010227939452,0.9,42.8100349132959,2.10535460551997,1.31863311033914,0.5,15.2199409269958,1.3291830916276,1.0091987997305,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.131863917515583,0.355719275758673,82.8644739147363,0.754760101318813,0.750022833419261,2652,0.419687839870293,0.538185208127868,2.144615428095,0.179931432404534,1.08288249568696,0.58,27.8324284522147,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0347303088809716,0.242991643161496,0.311238359984879,0.809061904233801,3.71313209701937,0.0815989768923509,0.155222963681752,0.911116125087516
27,"MALE","European_ICRP_2002",64.0154355635133,0.235634582665071,171.202935367861,65.9311307482101,40,16.4824906331693,1.34287898261812,1.4431759952943,0.47,0.900053758914697,0.357052979125142,0.0282936769966265,10.0529215213382,1.35761023739557,0.449523947469511,8.0107719470475,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0222790283945328,0.0351561072856232,0.0837187478522311,0.578130938707602,0.69364129996486,0.378430209999147,30,54,0.0948824122620532,1.5,14.901731376095,0.9,45.8337755829251,1.84115547976278,3.07270935962701,0.5,9.00030462550467,0.217724782414393,1.04534139673427,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.153782451905539,0.29855451014918,85.6515362044522,0.542026201568813,0.661601731360094,2652,0.404967175485388,0.490275120929525,2.75811954664115,0.179066283669109,1.85170903525889,0.58,31.6460613420266,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0356350833729014,0.184164506769921,0.275566816499094,0.786675517496651,3.69525259234954,0.0874435443336613,0.322549494197248,0.732017634710793
28,"MALE","European_ICRP_2002",58.1972710158731,0.203356126457337,165.375086887012,52.6345518206407,40,16.9169739167488,0.806640497771156,0.80140829266757,0.47,0.870739504807384,0.402349959429119,0.0291962667290513,11.2246502394982,1.37475371110283,0.461652177170132,5.70273634129375,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0217815783695929,0.0325499585427243,0.0795252276428867,0.338882389773284,0.604546401572633,0.67927541235498,30,54,0.148410780052338,1.5,15.1567050569584,0.9,43.1219641490898,2.30835331648968,0.941462084321784,0.5,8.87461928681025,2.53478184969471,0.676720435214545,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.122548678080813,0.390096885700525,126.806723551619,0.680827563088265,0.841391709844226,2652,0.460823914507441,0.591910214110266,0.891755096049254,0.198069533515241,1.12634008210381,0.58,29.9862585531593,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.034170954274877,0.157431521250677,0.362481251545006,0.833608624738448,3.08416686526013,0.084080829894574,0.227572600832655,0.915494835454217
