"","IndividualId","Gender","RaceIndex","Population.Name","Time","Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood)","Organism|LargeIntestine|Mucosa|Caecum|BloodCells|smarties|Concentration in container"
"29",0,"1","0","Kitchenarians",84,6.41134786605835,2.34242248535156
"30",0,"1","0","Kitchenarians",87,6.37573528289795,2.33071184158325
"31",0,"1","0","Kitchenarians",90,6.34189796447754,2.31959247589111
"32",0,"1","0","Kitchenarians",93,6.30972814559937,2.30902862548828
"33",0,"1","0","Kitchenarians",96,6.27913093566895,2.29898929595947
"34",0,"1","0","Kitchenarians",99,6.25001573562622,2.28944420814514
"35",0,"1","0","Kitchenarians",102,6.22230386734009,2.28036737442017
"36",0,"1","0","Kitchenarians",105,6.19591283798218,2.27173113822937
"37",0,"1","0","Kitchenarians",108,6.17076778411865,2.26351046562195
"38",0,"1","0","Kitchenarians",111,6.14679670333862,2.25568151473999
"39",0,"1","0","Kitchenarians",114,6.12392950057983,2.24822044372559
"40",0,"1","0","Kitchenarians",117,6.10210704803467,2.24110794067383
"41",0,"1","0","Kitchenarians",120,6.08127069473267,2.23432397842407
"42",0,"1","0","Kitchenarians",135,5.99016141891479,2.20476055145264
"43",0,"1","0","Kitchenarians",150,5.91701173782349,2.18117022514343
"44",0,"1","0","Kitchenarians",165,5.85775136947632,2.16218209266663
"45",0,"1","0","Kitchenarians",180,5.80937051773071,2.1467821598053
"46",0,"1","0","Kitchenarians",195,5.76960420608521,2.13420629501343
"47",0,"1","0","Kitchenarians",210,5.73672389984131,2.12387251853943
"48",0,"1","0","Kitchenarians",225,5.70940971374512,2.11533832550049
"49",0,"1","0","Kitchenarians",240,5.68663358688354,2.10826015472412
"50",0,"1","0","Kitchenarians",255,5.66756963729858,2.10236406326294
"51",0,"1","0","Kitchenarians",270,5.65155458450317,2.09743142127991
"52",0,"1","0","Kitchenarians",285,5.63805913925171,2.0932891368866
"53",0,"1","0","Kitchenarians",300,5.62665748596191,2.08979916572571
"54",0,"1","0","Kitchenarians",315,5.61700105667114,2.08684897422791
"55",0,"1","0","Kitchenarians",330,5.60880517959595,2.08434820175171
"56",0,"1","0","Kitchenarians",345,5.60182571411133,2.08221960067749
"57",0,"1","0","Kitchenarians",360,5.59587001800537,2.080402135849
"58",0,"1","0","Kitchenarians",375,5.59076309204102,2.0788414478302
"59",0,"1","0","Kitchenarians",390,5.58637189865112,2.07749629020691
"60",0,"1","0","Kitchenarians",405,5.58257818222046,2.07633018493652
"61",0,"1","0","Kitchenarians",420,5.57928895950317,2.07531476020813
"62",0,"1","0","Kitchenarians",435,5.57642555236816,2.0744264125824
"63",0,"1","0","Kitchenarians",450,5.57392168045044,2.07364463806152
"64",0,"1","0","Kitchenarians",465,5.57172107696533,2.07295322418213
"65",0,"1","0","Kitchenarians",480,5.56977796554565,2.07233810424805
"66",0,"1","0","Kitchenarians",495,5.56805562973022,2.07178854942322
"67",0,"1","0","Kitchenarians",510,5.5665135383606,2.07129216194153
"68",0,"1","0","Kitchenarians",525,5.56512832641602,2.07084226608276
"69",0,"1","0","Kitchenarians",540,5.56387901306152,2.07043290138245
"70",0,"1","0","Kitchenarians",555,5.56273031234741,2.07005262374878
"71",0,"1","0","Kitchenarians",570,5.56167840957642,2.06970119476318
"72",0,"1","0","Kitchenarians",585,5.56070566177368,2.06937313079834
"73",0,"1","0","Kitchenarians",600,5.55978965759277,2.06906151771545
"74",0,"1","0","Kitchenarians",615,5.5589337348938,2.068767786026
"75",0,"1","0","Kitchenarians",630,5.55812501907349,2.06848788261414
"76",0,"1","0","Kitchenarians",645,5.5573558807373,2.0682201385498
"77",0,"1","0","Kitchenarians",660,5.55662393569946,2.06796336174011
"78",0,"1","0","Kitchenarians",675,5.55592441558838,2.06771683692932
"79",0,"1","0","Kitchenarians",690,5.55525493621826,2.06747961044312
"80",0,"1","0","Kitchenarians",705,5.55461120605469,2.06725025177002
"81",0,"1","0","Kitchenarians",720,5.55398988723755,2.06702780723572
"82",0,"1","0","Kitchenarians",735,5.55338907241821,2.06681203842163
"83",0,"1","0","Kitchenarians",750,5.55280637741089,2.06660223007202
"84",0,"1","0","Kitchenarians",765,5.55223846435547,2.06639671325684
"85",0,"1","0","Kitchenarians",780,5.55168390274048,2.06619572639465
"86",0,"1","0","Kitchenarians",795,5.5511417388916,2.06599855422974
"87",0,"1","0","Kitchenarians",810,5.55061006546021,2.06580495834351
"88",0,"1","0","Kitchenarians",825,5.55008840560913,2.06561493873596
"89",0,"1","0","Kitchenarians",840,5.54957675933838,2.06542778015137
"90",0,"1","0","Kitchenarians",855,5.54907369613647,2.06524395942688
"91",0,"1","0","Kitchenarians",870,5.54857921600342,2.06506299972534
"92",0,"1","0","Kitchenarians",885,5.54809236526489,2.06488442420959
"93",0,"1","0","Kitchenarians",900,5.54761266708374,2.0647087097168
"94",0,"1","0","Kitchenarians",915,5.54714059829712,2.06453537940979
"95",0,"1","0","Kitchenarians",930,5.54667615890503,2.06436491012573
"96",0,"1","0","Kitchenarians",945,5.54621744155884,2.06419658660889
"97",0,"1","0","Kitchenarians",960,5.54576539993286,2.06403040885925
"98",0,"1","0","Kitchenarians",975,5.54531955718994,2.06386637687683
"99",0,"1","0","Kitchenarians",990,5.54487991333008,2.0637047290802
"100",0,"1","0","Kitchenarians",1005,5.54444599151611,2.06354522705078
"101",0,"1","0","Kitchenarians",1020,5.54401779174805,2.06338763237
"102",0,"1","0","Kitchenarians",1035,5.54359483718872,2.06323194503784
"103",0,"1","0","Kitchenarians",1050,5.54317760467529,2.0630784034729
"104",0,"1","0","Kitchenarians",1065,5.54276561737061,2.06292653083801
"105",0,"1","0","Kitchenarians",1080,5.5423583984375,2.06277680397034
"106",0,"1","0","Kitchenarians",1095,5.54195642471313,2.06262874603271
"107",0,"1","0","Kitchenarians",1110,5.54155921936035,2.06248235702515
"108",0,"1","0","Kitchenarians",1125,5.54116678237915,2.06233787536621
"109",0,"1","0","Kitchenarians",1140,5.54077911376953,2.06219506263733
"110",0,"1","0","Kitchenarians",1155,5.54039621353149,2.0620539188385
"111",0,"1","0","Kitchenarians",1170,5.54001760482788,2.06191444396973
"112",0,"1","0","Kitchenarians",1185,5.53964376449585,2.06177663803101
"113",0,"1","0","Kitchenarians",1200,5.53927421569824,2.06164050102234
"114",0,"1","0","Kitchenarians",1215,5.53890943527222,2.06150603294373
"115",0,"1","0","Kitchenarians",1230,5.53854846954346,2.06137323379517
"116",0,"1","0","Kitchenarians",1245,5.53819227218628,2.06124186515808
"117",0,"1","0","Kitchenarians",1260,5.53783988952637,2.06111216545105
"118",0,"1","0","Kitchenarians",1275,5.53749227523804,2.06098389625549
"119",0,"1","0","Kitchenarians",1290,5.53714847564697,2.06085729598999
"120",0,"1","0","Kitchenarians",1305,5.53680849075317,2.06073212623596
"121",0,"1","0","Kitchenarians",1320,5.5364727973938,2.06060838699341
"122",0,"1","0","Kitchenarians",1335,5.53614091873169,2.06048607826233
"123",0,"1","0","Kitchenarians",1350,5.535813331604,2.06036520004272
"124",0,"1","0","Kitchenarians",1365,5.53548908233643,2.06024599075317
"125",0,"1","0","Kitchenarians",1380,5.53516912460327,2.06012797355652
"126",0,"1","0","Kitchenarians",1395,5.53485250473022,2.06001138687134
"127",0,"1","0","Kitchenarians",1410,5.5345401763916,2.05989623069763
"128",0,"1","0","Kitchenarians",1425,5.53423118591309,2.05978226661682
"129",0,"1","0","Kitchenarians",1440,5.53392601013184,2.05966997146606
