"QuantityPath","Parameter","PKParameter","Value"
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","FractionAucLastToInf",0.0152209852333285
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","FractionAucLastToInf",0.0953274518592631
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","FractionAucLastToInf",-0.249150168577694
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","FractionAucLastToInf",0.0152664950288448
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","FractionAucLastToInf",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","CL",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","CL",0.000363762885727119
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","CL",0.387585468712255
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","CL",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","CL",0.00552353989335253
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","CL",0.0133125155332347
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","CL",-0.00033572251246621
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","CL",-0.00299509502464505
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","CL",0.000825667077867419
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","CL",-0.00117273200839957
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","CL",0.01309899070331
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","CL",0.166264021710564
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","CL",-0.0914294250800413
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","CL",0.00122739767397266
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","CL",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","Vss",0.00298141461851914
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","Vss",0.0138637830359063
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","Vss",0.270165367180838
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","Vss",0.00131482017416927
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","Vss",0.134268006184294
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","Vss",-0.0273704525089259
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","Vss",0.016068059731983
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","Vss",-0.00317355177488923
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","Vss",0.01711427092345
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","Vss",-0.000777021850861947
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","Vss",0.0195080151295436
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","Vss",0.188353919272989
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","Vss",-0.260449769636603
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","Vss",0.0525951283983824
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","Vss",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","Vd",-0.000673190555880011
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","Vd",-0.00475645054126076
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","Vd",0.447242732079981
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","Vd",-0.000386829777523765
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","Vd",-0.130997011309874
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","Vd",0.00100440610074789
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","Vd",-0.00375170377140012
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","Vd",-0.00265988765414
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","Vd",-0.00243774300353648
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","Vd",-0.00117263986425926
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","Vd",0.0153872289281675
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","Vd",0.194847686271909
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","Vd",-0.0903216586406916
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","Vd",-0.0152593360654239
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","Vd",0.000280484236161367
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Heart-Volume","C_max",-0.00875376517017576
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lung-Volume","C_max",-0.0361626565195403
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Kidney-Volume","C_max",-0.127322609241033
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Brain-Volume","C_max",-0.0029729807066782
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Muscle-Volume","C_max",-0.242600323754997
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","LargeIntestine-Volume","C_max",-0.000492289795761052
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","PortalVein-Volume","C_max",-0.0430619841322677
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Spleen-Volume","C_max",0.00144378727941855
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Skin-Volume","C_max",-0.0477334522303706
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Pancreas-Volume","C_max",-0.000874909338089214
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","C_max",-0.0143620146156928
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Volume","C_max",-0.116827201025925
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lumen-Effective surface area variability factor","C_max",0.238007604505006
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Bone-Volume","C_max",-0.0876927843046566
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Stomach-Volume","C_max",-0.000840659282903703
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Heart-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lung-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Kidney-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Brain-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Muscle-Volume","t_max",0.192307692307692
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","LargeIntestine-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","PortalVein-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Spleen-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Skin-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Pancreas-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lumen-Effective surface area variability factor","t_max",-0.615384615384615
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Bone-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Stomach-Volume","t_max",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Heart-Volume","C_tEnd",0.00157045921757253
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lung-Volume","C_tEnd",0.00870964963589315
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Kidney-Volume","C_tEnd",-0.478907304426259
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Brain-Volume","C_tEnd",0.000569508488885607
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Muscle-Volume","C_tEnd",0.155459786637364
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","LargeIntestine-Volume","C_tEnd",-0.0818661576080063
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","PortalVein-Volume","C_tEnd",0.00899844116461187
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Spleen-Volume","C_tEnd",0.00265644432203438
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Skin-Volume","C_tEnd",0.00858477480649429
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Pancreas-Volume","C_tEnd",0.00129512530310688
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","C_tEnd",-0.000166223718906108
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Volume","C_tEnd",-0.0995179038916935
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lumen-Effective surface area variability factor","C_tEnd",-0.15872785734432
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Bone-Volume","C_tEnd",0.0305167818520138
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Stomach-Volume","C_tEnd",-0.000280924000386159
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Heart-Volume","AUC_tEnd",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lung-Volume","AUC_tEnd",-0.000540998010195088
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Kidney-Volume","AUC_tEnd",-0.386148041194581
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Brain-Volume","AUC_tEnd",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Muscle-Volume","AUC_tEnd",-0.00657330499667777
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","LargeIntestine-Volume","AUC_tEnd",-0.00992617353255133
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","PortalVein-Volume","AUC_tEnd",0.000158425115685909
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Spleen-Volume","AUC_tEnd",0.00298442172937178
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Skin-Volume","AUC_tEnd",-0.00109090272661543
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Pancreas-Volume","AUC_tEnd",0.00116306522399146
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","AUC_tEnd",-0.0137388150725774
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Volume","AUC_tEnd",-0.170240835258965
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lumen-Effective surface area variability factor","AUC_tEnd",0.10183972041979
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Bone-Volume","AUC_tEnd",-0.001877912791557
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Stomach-Volume","AUC_tEnd",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Heart-Volume","AUC_inf",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lung-Volume","AUC_inf",-0.000375123757947645
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Kidney-Volume","AUC_inf",-0.387480265759259
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Brain-Volume","AUC_inf",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Muscle-Volume","AUC_inf",-0.00554734129603738
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","LargeIntestine-Volume","AUC_inf",-0.0133297015386403
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","PortalVein-Volume","AUC_inf",0.000377690367956188
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Spleen-Volume","AUC_inf",0.00298322314187153
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Skin-Volume","AUC_inf",-0.000830236041404253
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Pancreas-Volume","AUC_inf",0.00117029940826432
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","AUC_inf",-0.0130998778094288
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Volume","AUC_inf",-0.166231904527291
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lumen-Effective surface area variability factor","AUC_inf",0.0913622957912878
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Bone-Volume","AUC_inf",-0.00123615911945441
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Stomach-Volume","AUC_inf",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Heart-Volume","MRT",0.00290992540610654
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lung-Volume","MRT",0.0134901990935543
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Kidney-Volume","MRT",-0.11740791409481
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Brain-Volume","MRT",0.00121674696238195
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Muscle-Volume","MRT",0.128653206173387
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","LargeIntestine-Volume","MRT",-0.0406933908853031
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","PortalVein-Volume","MRT",0.0163868866146555
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Spleen-Volume","MRT",-0.000199574354340692
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Skin-Volume","MRT",0.0162881849440556
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Pancreas-Volume","MRT",0.000409950822845751
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","MRT",0.00639718145306651
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","SmallIntestine-Volume","MRT",0.0220483858464346
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lumen-Effective surface area variability factor","MRT",-0.168829392891531
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Bone-Volume","MRT",0.0513349030287857
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Stomach-Volume","MRT",0
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Heart-Volume","Thalf",-0.000741438637654721
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Lung-Volume","Thalf",-0.00513868445999786
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Kidney-Volume","Thalf",0.0596777085554079
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Brain-Volume","Thalf",-0.000441448662551002
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Muscle-Volume","Thalf",-0.136541386113478
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","LargeIntestine-Volume","Thalf",-0.0123496573930022
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","PortalVein-Volume","Thalf",-0.00340683877342815
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Spleen-Volume","Thalf",0.00028743082092687
"Organism|ArterialBlood|Plasma|Raltegravir|Concentration","Skin-Volume","Thalf",-0.00321786275042336
